;src;dst;dyad_id;x1_src;x2_src;a_src;x1_dst;x2_dst;a_dst;dx1;dx2;de;dy
694;28;38;28-38;-0.944274834;-0.418307436;-0.312807591;-1.477958724;0.294278401;-1.04332342;0.53368389;0.712585837;-0.001178925;-1.179918964
695;29;38;29-38;0.00891956;-2.125157823;0.658812116;-1.477958724;0.294278401;-1.04332342;1.486878284;2.419436224;0.00896605;-0.098385082
696;30;38;30-38;0.162563326;0.411636282;0.462981454;-1.477958724;0.294278401;-1.04332342;1.64052205;0.117357881;-0.682400524;0.319100619
697;31;38;31-38;0.829426724;0.562440672;1.404921194;-1.477958724;0.294278401;-1.04332342;2.307385448;0.26816227;1.402133355;3.937035443
698;32;38;32-38;-0.578874885;0.093496053;0.323968101;-1.477958724;0.294278401;-1.04332342;0.899083839;0.200782348;-1.039294396;-0.95995705
699;33;38;33-38;0.606719808;0.852282939;0.544318573;-1.477958724;0.294278401;-1.04332342;2.084678531;0.558004538;-0.284352972;1.022318444
700;34;38;34-38;1.442845008;-1.633158672;-0.760958698;-1.477958724;0.294278401;-1.04332342;2.920803732;1.927437073;-1.323165054;-1.170361976
701;35;38;35-38;-1.740061597;-0.695940857;0.350543225;-1.477958724;0.294278401;-1.04332342;0.262102874;0.990219258;0.065041534;-0.860745416
702;36;38;36-38;0.087763207;-0.098958615;0.102508255;-1.477958724;0.294278401;-1.04332342;1.565721931;0.393237016;-0.810061837;-0.381773578
703;37;38;37-38;0.201167037;1.707469264;0.883978297;-1.477958724;0.294278401;-1.04332342;1.679125761;1.413190863;-0.113540059;0.699645148
704;1;39;Jan-39;2.091800638;-0.369033558;-0.724672836;-0.561799592;-0.687465059;0.688846482;2.65360023;0.318431501;-1.067005936;1.39155219
705;2;39;Feb-39;-2.247369114;-0.718129042;-0.470703762;-0.561799592;-0.687465059;0.688846482;1.685569522;0.030663983;1.737833334;3.626213584
706;3;39;Mar-39;0.775125013;-1.91514517;-0.522438467;-0.561799592;-0.687465059;0.688846482;1.336924606;1.227680111;-1.772504435;-0.883011869
707;4;39;Apr-39;0.214023706;-1.057478631;2.379981408;-0.561799592;-0.687465059;0.688846482;0.775823298;0.370013572;0.095181352;3.754825754
708;5;39;Mei-39;-1.739373216;1.087288906;-0.958122243;-0.561799592;-0.687465059;0.688846482;1.177573623;1.774753965;0.170664514;0.191585394
709;6;39;Jun-39;0.070390093;1.090170262;-0.397273019;-0.561799592;-0.687465059;0.688846482;0.632189686;1.777635321;1.862783888;1.897729376
710;7;39;Jul-39;-0.540113803;-0.819209952;-0.075792471;-0.561799592;-0.687465059;0.688846482;0.021685789;0.131744893;-0.85148844;-0.282621086
711;8;39;Agust-39;-0.161146198;0.863830868;0.354654579;-0.561799592;-0.687465059;0.688846482;0.400653395;1.551295926;0.962381637;1.63088813
712;9;39;Sep-39;-0.623484138;0.184129947;0.308290831;-0.561799592;-0.687465059;0.688846482;0.061684546;0.871595006;-0.25196595;0.371058406
713;10;39;Okt-39;-0.024419217;1.45368834;-0.18220633;-0.561799592;-0.687465059;0.688846482;0.537380375;2.141153399;-0.217849616;-0.244405788
714;11;39;Nop-39;3.658512627;0.6788102;-0.111941599;-0.561799592;-0.687465059;0.688846482;4.220312219;1.366275258;0.132731879;4.246811352
715;12;39;Des-39;-0.075735988;-0.017984334;-1.108058425;-0.561799592;-0.687465059;0.688846482;0.486063604;0.669480725;-0.088805876;-0.356694578
716;13;39;13-39;-0.227998007;-0.005801615;0.833011718;-0.561799592;-0.687465059;0.688846482;0.333801585;0.681663443;-0.287772057;1.227056007
717;14;39;14-39;0.149867723;1.477048827;1.220975501;-0.561799592;-0.687465059;0.688846482;0.711667315;2.164513886;0.345251037;1.884483393
718;15;39;15-39;-0.880008861;0.249075144;0.102372416;-0.561799592;-0.687465059;0.688846482;0.318209268;0.936540203;0.810792884;1.451950949
719;16;39;16-39;-0.318473975;1.820025958;0.098680172;-0.561799592;-0.687465059;0.688846482;0.243325617;2.507491017;-0.625815412;-0.848708649
720;17;39;17-39;-2.922321676;0.124252496;1.664890884;-0.561799592;-0.687465059;0.688846482;2.360522083;0.811717555;-1.07527738;3.233123292
721;18;39;18-39;0.938745673;2.155060697;0.56218485;-0.561799592;-0.687465059;0.688846482;1.500545266;2.842525756;-0.066023913;1.264289806
722;19;39;19-39;-0.202829842;-0.901250363;0.413029059;-0.561799592;-0.687465059;0.688846482;0.358969751;0.213785304;-0.061812218;1.292140422
723;20;39;20-39;0.62103405;-0.732623516;0.574854332;-0.561799592;-0.687465059;0.688846482;1.182833642;0.045158457;0.045333602;2.46928883
724;21;39;21-39;0.124418018;-0.855495655;0.482638167;-0.561799592;-0.687465059;0.688846482;0.68621761;0.168030597;-1.21227292;0.561414041
725;22;39;22-39;1.70700591;1.391451119;0.576500861;-0.561799592;-0.687465059;0.688846482;2.268805503;2.078916177;-0.746149343;1.748545414
726;23;39;23-39;1.127662118;1.527931821;0.19337302;-0.561799592;-0.687465059;0.688846482;1.68946171;2.21539688;-1.905388193;-0.441405421
727;24;39;24-39;1.343049337;-0.858971721;0.313466463;-0.561799592;-0.687465059;0.688846482;1.90484893;0.171506662;0.835968984;3.657377528
728;25;39;25-39;-1.023376333;1.028303906;0.025650172;-0.561799592;-0.687465059;0.688846482;0.461576741;1.715768965;-0.901594566;-0.583405653
729;26;39;26-39;0.386376711;-0.831787434;1.108459421;-0.561799592;-0.687465059;0.688846482;0.948176304;0.144322375;-1.355460759;1.31786026
730;27;39;27-39;0.623494685;0.060446455;0.630204261;-0.561799592;-0.687465059;0.688846482;1.185294277;0.747911514;1.140331201;3.270720464
731;28;39;28-39;-0.944274834;-0.418307436;-0.312807591;-0.561799592;-0.687465059;0.688846482;0.382475242;0.269157623;0.114636788;0.738572109
732;29;39;29-39;0.00891956;-2.125157823;0.658812116;-0.561799592;-0.687465059;0.688846482;0.570719153;1.437692765;1.08555432;2.285085688
733;30;39;30-39;0.162563326;0.411636282;0.462981454;-0.561799592;-0.687465059;0.688846482;0.724362919;1.099101341;0.974050776;2.300690961
734;31;39;31-39;0.829426724;0.562440672;1.404921194;-0.561799592;-0.687465059;0.688846482;1.391226316;1.24990573;0.225104197;3.085145325
735;32;39;32-39;-0.578874885;0.093496053;0.323968101;-0.561799592;-0.687465059;0.688846482;0.017075292;0.780961112;1.806457943;2.445867263
736;33;39;33-39;0.606719808;0.852282939;0.544318573;-0.561799592;-0.687465059;0.688846482;1.1685194;1.539747998;0.18776186;1.819572316
737;34;39;34-39;1.442845008;-1.633158672;-0.760958698;-0.561799592;-0.687465059;0.688846482;2.0046446;0.945693613;-1.592073363;-0.132387785
738;35;39;35-39;-1.740061597;-0.695940857;0.350543225;-0.561799592;-0.687465059;0.688846482;1.178262005;0.008475798;0.687191995;2.900605808
739;36;39;36-39;0.087763207;-0.098958615;0.102508255;-0.561799592;-0.687465059;0.688846482;0.6495628;0.588506444;0.031012255;1.17767657
740;37;39;37-39;0.201167037;1.707469264;0.883978297;-0.561799592;-0.687465059;0.688846482;0.762966629;2.394934323;-1.541573695;-0.403249448
741;38;39;38-39;-1.477958724;0.294278401;-1.04332342;-0.561799592;-0.687465059;0.688846482;0.916159131;0.98174346;-0.288450785;-0.217640321
742;1;40;Jan-40;2.091800638;-0.369033558;-0.724672836;-0.041687456;-0.268916413;0.941901667;2.133488094;0.100117146;-0.546284275;1.754374077
743;2;40;Feb-40;-2.247369114;-0.718129042;-0.470703762;-0.041687456;-0.268916413;0.941901667;2.205681658;0.449212629;0.172089484;2.624362733
744;3;40;Mar-40;0.775125013;-1.91514517;-0.522438467;-0.041687456;-0.268916413;0.941901667;0.816812469;1.646228757;0.40448313;0.817644421
745;4;40;Apr-40;0.214023706;-1.057478631;2.379981408;-0.041687456;-0.268916413;0.941901667;0.255711162;0.788562218;0.839691633;4.023004761
746;5;40;Mei-40;-1.739373216;1.087288906;-0.958122243;-0.041687456;-0.268916413;0.941901667;1.697685759;1.356205319;-1.723566826;-0.720204302
747;6;40;Jun-40;0.070390093;1.090170262;-0.397273019;-0.041687456;-0.268916413;0.941901667;0.11207755;1.359086675;0.961714541;0.938877401
748;7;40;Jul-40;-0.540113803;-0.819209952;-0.075792471;-0.041687456;-0.268916413;0.941901667;0.498426347;0.550293539;-0.393709311;0.695679462
749;8;40;Agust-40;-0.161146198;0.863830868;0.354654579;-0.041687456;-0.268916413;0.941901667;0.119458742;1.13274728;-0.020050651;0.829590697
750;9;40;Sep-40;-0.623484138;0.184129947;0.308290831;-0.041687456;-0.268916413;0.941901667;0.581796682;0.45304636;-2.339914542;-0.734448542
751;10;40;Okt-40;-0.024419217;1.45368834;-0.18220633;-0.041687456;-0.268916413;0.941901667;0.017268239;1.722604753;0.081128911;-0.003209889
752;11;40;Nop-40;3.658512627;0.6788102;-0.111941599;-0.041687456;-0.268916413;0.941901667;3.700200083;0.947726612;-0.820128585;3.23616826
753;12;40;Des-40;-0.075735988;-0.017984334;-1.108058425;-0.041687456;-0.268916413;0.941901667;0.034048532;0.250932079;-0.132750636;-0.390324901
754;13;40;13-40;-0.227998007;-0.005801615;0.833011718;-0.041687456;-0.268916413;0.941901667;0.186310551;0.263114797;-2.266943284;-0.437276746
755;14;40;14-40;0.149867723;1.477048827;1.220975501;-0.041687456;-0.268916413;0.941901667;0.191555179;1.74596524;-1.4603169;0.021132828
756;15;40;15-40;-0.880008861;0.249075144;0.102372416;-0.041687456;-0.268916413;0.941901667;0.838321405;0.517991557;-0.305904124;1.317695586
757;16;40;16-40;-0.318473975;1.820025958;0.098680172;-0.041687456;-0.268916413;0.941901667;0.276786519;2.088942371;1.086518688;1.359415861
758;17;40;17-40;-2.922321676;0.124252496;1.664890884;-0.041687456;-0.268916413;0.941901667;2.88063422;0.393168909;-0.918502743;4.372339573
759;18;40;18-40;0.938745673;2.155060697;0.56218485;-0.041687456;-0.268916413;0.941901667;0.980433129;2.42397711;-0.889520477;0.383010614
760;19;40;19-40;-0.202829842;-0.901250363;0.413029059;-0.041687456;-0.268916413;0.941901667;0.161142386;0.632333951;-0.932446452;0.267459685
761;20;40;20-40;0.62103405;-0.732623516;0.574854332;-0.041687456;-0.268916413;0.941901667;0.662721506;0.463707103;0.004465311;1.952089264
762;21;40;21-40;0.124418018;-0.855495655;0.482638167;-0.041687456;-0.268916413;0.941901667;0.166105474;0.586579243;0.002933247;1.300288933
763;22;40;22-40;1.70700591;1.391451119;0.576500861;-0.041687456;-0.268916413;0.941901667;1.748693366;1.660367531;-0.361939802;2.074972327
764;23;40;23-40;1.127662118;1.527931821;0.19337302;-0.041687456;-0.268916413;0.941901667;1.169349574;1.796848234;-1.0778104;0.328389744
765;24;40;24-40;1.343049337;-0.858971721;0.313466463;-0.041687456;-0.268916413;0.941901667;1.384736793;0.590055308;0.523894545;2.868971814
766;25;40;25-40;-1.023376333;1.028303906;0.025650172;-0.041687456;-0.268916413;0.941901667;0.981688877;1.297220319;-1.559405082;-0.258774524
767;26;40;26-40;0.386376711;-0.831787434;1.108459421;-0.041687456;-0.268916413;0.941901667;0.428064168;0.562871021;1.344883658;3.541873404
768;27;40;27-40;0.623494685;0.060446455;0.630204261;-0.041687456;-0.268916413;0.941901667;0.665182141;0.329362868;-0.308479537;1.764127098
769;28;40;28-40;-0.944274834;-0.418307436;-0.312807591;-0.041687456;-0.268916413;0.941901667;0.902587378;0.149391023;-0.589544163;0.867441779
770;29;40;29-40;0.00891956;-2.125157823;0.658812116;-0.041687456;-0.268916413;0.941901667;0.050607016;1.856241411;0.405499498;1.128699592
771;30;40;30-40;0.162563326;0.411636282;0.462981454;-0.041687456;-0.268916413;0.941901667;0.204250783;0.680552695;-1.107729355;0.161128202
772;31;40;31-40;0.829426724;0.562440672;1.404921194;-0.041687456;-0.268916413;0.941901667;0.87111418;0.831357084;-1.10262191;1.699636589
773;32;40;32-40;-0.578874885;0.093496053;0.323968101;-0.041687456;-0.268916413;0.941901667;0.537187429;0.362412466;1.71414044;3.335991405
774;33;40;33-40;0.606719808;0.852282939;0.544318573;-0.041687456;-0.268916413;0.941901667;0.648407264;1.121199352;0.04048189;1.614509718
775;34;40;34-40;1.442845008;-1.633158672;-0.760958698;-0.041687456;-0.268916413;0.941901667;1.484532464;1.364242259;0.143635829;1.126990132
776;35;40;35-40;-1.740061597;-0.695940857;0.350543225;-0.041687456;-0.268916413;0.941901667;1.698374141;0.427024444;-0.334486749;2.442820062
777;36;40;36-40;0.087763207;-0.098958615;0.102508255;-0.041687456;-0.268916413;0.941901667;0.129450663;0.169957798;-0.691242593;0.397639094
778;37;40;37-40;0.201167037;1.707469264;0.883978297;-0.041687456;-0.268916413;0.941901667;0.242854493;1.976385677;-1.633736845;-0.553195226
779;38;40;38-40;-1.477958724;0.294278401;-1.04332342;-0.041687456;-0.268916413;0.941901667;1.436271268;0.563194814;-0.242350586;0.810901522
780;39;40;39-40;-0.561799592;-0.687465059;0.688846482;-0.041687456;-0.268916413;0.941901667;0.520112136;0.418548646;-0.609964063;1.3316219
781;1;41;Jan-41;2.091800638;-0.369033558;-0.724672836;1.014529634;1.616442213;0.611487749;1.077271004;1.985475772;0.431607699;0.402955731
782;2;41;Feb-41;-2.247369114;-0.718129042;-0.470703762;1.014529634;1.616442213;0.611487749;3.261898748;2.334571256;-1.131452008;1.103945099
783;3;41;Mar-41;0.775125013;-1.91514517;-0.522438467;1.014529634;1.616442213;0.611487749;0.239404621;3.531587383;-0.469007652;-1.90634744
784;4;41;Apr-41;0.214023706;-1.057478631;2.379981408;1.014529634;1.616442213;0.611487749;0.800505928;2.673920844;0.458812958;2.913827621
785;5;41;Mei-41;-1.739373216;1.087288906;-0.958122243;1.014529634;1.616442213;0.611487749;2.753902849;0.529153307;-0.158573405;1.984118297
786;6;41;Jun-41;0.070390093;1.090170262;-0.397273019;1.014529634;1.616442213;0.611487749;0.94413954;0.526271951;0.681367226;1.57658552
787;7;41;Jul-41;-0.540113803;-0.819209952;-0.075792471;1.014529634;1.616442213;0.611487749;1.554643437;2.435652165;-0.448329321;0.424183311
788;8;41;Agust-41;-0.161146198;0.863830868;0.354654579;1.014529634;1.616442213;0.611487749;1.175675832;0.752611346;-0.085182408;1.680330079
789;9;41;Sep-41;-0.623484138;0.184129947;0.308290831;1.014529634;1.616442213;0.611487749;1.638013772;1.432312266;-0.782762663;1.058873557
790;10;41;Okt-41;-0.024419217;1.45368834;-0.18220633;1.014529634;1.616442213;0.611487749;1.038948851;0.162753873;-1.927338335;-0.540485001
791;11;41;Nop-41;3.658512627;0.6788102;-0.111941599;1.014529634;1.616442213;0.611487749;2.643982993;0.937632014;0.76655079;3.441263927
792;12;41;Des-41;-0.075735988;-0.017984334;-1.108058425;1.014529634;1.616442213;0.611487749;1.090265622;1.634426547;0.28639478;0.062876452
793;13;41;13-41;-0.227998007;-0.005801615;0.833011718;1.014529634;1.616442213;0.611487749;1.242527641;1.622243829;1.338323956;3.21422915
794;14;41;14-41;0.149867723;1.477048827;1.220975501;1.014529634;1.616442213;0.611487749;0.864661911;0.139393387;1.182781935;3.810210403
795;15;41;15-41;-0.880008861;0.249075144;0.102372416;1.014529634;1.616442213;0.611487749;1.894538495;1.367367069;-0.217923282;1.706791843
796;16;41;16-41;-0.318473975;1.820025958;0.098680172;1.014529634;1.616442213;0.611487749;1.333003609;0.203583745;-1.955089875;-0.013710216
797;17;41;17-41;-2.922321676;0.124252496;1.664890884;1.014529634;1.616442213;0.611487749;3.936851309;1.492189717;-1.251633955;4.21550113
798;18;41;18-41;0.938745673;2.155060697;0.56218485;1.014529634;1.616442213;0.611487749;0.07578396;0.538618484;-0.543326131;0.436821186
799;19;41;19-41;-0.202829842;-0.901250363;0.413029059;1.014529634;1.616442213;0.611487749;1.217359475;2.517692577;-0.311739279;0.671290717
800;20;41;20-41;0.62103405;-0.732623516;0.574854332;1.014529634;1.616442213;0.611487749;0.393495584;2.34906573;0.735509032;1.140813832
801;21;41;21-41;0.124418018;-0.855495655;0.482638167;1.014529634;1.616442213;0.611487749;0.890111616;2.471937869;-0.768488993;-0.020220395
802;22;41;22-41;1.70700591;1.391451119;0.576500861;1.014529634;1.616442213;0.611487749;0.692476277;0.224991095;-1.152808389;0.615160951
803;23;41;23-41;1.127662118;1.527931821;0.19337302;1.014529634;1.616442213;0.611487749;0.113132484;0.088510392;0.5466467;1.420384757
804;24;41;24-41;1.343049337;-0.858971721;0.313466463;1.014529634;1.616442213;0.611487749;0.328519704;2.475413934;0.152026334;0.167793283
805;25;41;25-41;-1.023376333;1.028303906;0.025650172;1.014529634;1.616442213;0.611487749;2.037905967;0.588138308;0.321070015;2.70204475
806;26;41;26-41;0.386376711;-0.831787434;1.108459421;1.014529634;1.616442213;0.611487749;0.628152922;2.448229647;0.286881998;1.410867267
807;27;41;27-41;0.623494685;0.060446455;0.630204261;1.014529634;1.616442213;0.611487749;0.391034949;1.555995758;-0.469336931;0.385392149
808;28;41;28-41;-0.944274834;-0.418307436;-0.312807591;1.014529634;1.616442213;0.611487749;1.958804468;2.034749649;-0.164323019;1.075786782
809;29;41;29-41;0.00891956;-2.125157823;0.658812116;1.014529634;1.616442213;0.611487749;1.005610074;3.741600037;0.122587332;0.527697253
810;30;41;30-41;0.162563326;0.411636282;0.462981454;1.014529634;1.616442213;0.611487749;0.851966307;1.204805931;-0.904747967;0.419284578
811;31;41;31-41;0.829426724;0.562440672;1.404921194;1.014529634;1.616442213;0.611487749;0.18510291;1.054001542;0.418197418;2.092708501
812;32;41;32-41;-0.578874885;0.093496053;0.323968101;1.014529634;1.616442213;0.611487749;1.593404519;1.52294616;-1.086752363;0.680634926
813;33;41;33-41;0.606719808;0.852282939;0.544318573;1.014529634;1.616442213;0.611487749;0.407809826;0.764159274;-0.193637222;0.987899289
814;34;41;34-41;1.442845008;-1.633158672;-0.760958698;1.014529634;1.616442213;0.611487749;0.428315374;3.249600885;1.65125204;0.305296023
815;35;41;35-41;-1.740061597;-0.695940857;0.350543225;1.014529634;1.616442213;0.611487749;2.754591231;2.31238307;0.030780218;2.591210888
816;36;41;36-41;0.087763207;-0.098958615;0.102508255;1.014529634;1.616442213;0.611487749;0.926766426;1.715400828;2.787316612;3.570378629
817;37;41;37-41;0.201167037;1.707469264;0.883978297;1.014529634;1.616442213;0.611487749;0.813362597;0.091027051;0.14874003;2.412055148
818;38;41;38-41;-1.477958724;0.294278401;-1.04332342;1.014529634;1.616442213;0.611487749;2.492488357;1.322163812;2.237475467;3.637046249
819;39;41;39-41;-0.561799592;-0.687465059;0.688846482;1.014529634;1.616442213;0.611487749;1.576329226;2.303907272;0.750796923;2.475506745
820;40;41;40-41;-0.041687456;-0.268916413;0.941901667;1.014529634;1.616442213;0.611487749;1.05621709;1.885358626;1.453854696;3.12078189
821;1;42;Jan-42;2.091800638;-0.369033558;-0.724672836;0.213542514;0.585073393;0.903987214;1.878258124;0.954106952;1.535708485;3.116227511
822;2;42;Feb-42;-2.247369114;-0.718129042;-0.470703762;0.213542514;0.585073393;0.903987214;2.460911628;1.303202436;-1.754332048;0.488261814
823;3;42;Mar-42;0.775125013;-1.91514517;-0.522438467;0.213542514;0.585073393;0.903987214;0.561582499;2.500218564;-1.465928464;-1.772906499
824;4;42;Apr-42;0.214023706;-1.057478631;2.379981408;0.213542514;0.585073393;0.903987214;0.000481192;1.642552024;0.931006049;3.394179851
825;5;42;Mei-42;-1.739373216;1.087288906;-0.958122243;0.213542514;0.585073393;0.903987214;1.952915729;0.502215513;-0.154538982;1.493133961
826;6;42;Jun-42;0.070390093;1.090170262;-0.397273019;0.213542514;0.585073393;0.903987214;0.14315242;0.505096869;1.105471329;1.502789509
827;7;42;Jul-42;-0.540113803;-0.819209952;-0.075792471;0.213542514;0.585073393;0.903987214;0.753656317;1.404283345;-0.829806407;0.049902979
828;8;42;Agust-42;-0.161146198;0.863830868;0.354654579;0.213542514;0.585073393;0.903987214;0.374688711;0.278757474;-1.110809463;0.383142304
829;9;42;Sep-42;-0.623484138;0.184129947;0.308290831;0.213542514;0.585073393;0.903987214;0.837026652;0.400943446;0.382908374;2.231741348
830;10;42;Okt-42;-0.024419217;1.45368834;-0.18220633;0.213542514;0.585073393;0.903987214;0.237961731;0.868614947;0.487906737;1.013341878
831;11;42;Nop-42;3.658512627;0.6788102;-0.111941599;0.213542514;0.585073393;0.903987214;3.444970113;0.093736806;0.070898281;4.261045606
832;12;42;Des-42;-0.075735988;-0.017984334;-1.108058425;0.213542514;0.585073393;0.903987214;0.289278502;0.603057727;0.16411175;-0.052209823
833;13;42;13-42;-0.227998007;-0.005801615;0.833011718;0.213542514;0.585073393;0.903987214;0.441540521;0.590875009;-0.584681304;1.298420645
834;14;42;14-42;0.149867723;1.477048827;1.220975501;0.213542514;0.585073393;0.903987214;0.063674791;0.891975433;0.435599623;2.178249412
835;15;42;15-42;-0.880008861;0.249075144;0.102372416;0.213542514;0.585073393;0.903987214;1.093551374;0.335998249;1.133662237;3.065574117
836;16;42;16-42;-0.318473975;1.820025958;0.098680172;0.213542514;0.585073393;0.903987214;0.532016489;1.234952565;0.933967424;1.851175017
837;17;42;17-42;-2.922321676;0.124252496;1.664890884;0.213542514;0.585073393;0.903987214;3.135864189;0.460820897;-0.013199186;5.461132653
838;18;42;18-42;0.938745673;2.155060697;0.56218485;0.213542514;0.585073393;0.903987214;0.72520316;1.569987304;0.601577935;2.007959506
839;19;42;19-42;-0.202829842;-0.901250363;0.413029059;0.213542514;0.585073393;0.903987214;0.416372355;1.486323757;0.70540142;1.69562817
840;20;42;20-42;0.62103405;-0.732623516;0.574854332;0.213542514;0.585073393;0.903987214;0.407491536;1.31769691;-1.466969964;-0.239485337
841;21;42;21-42;0.124418018;-0.855495655;0.482638167;0.213542514;0.585073393;0.903987214;0.089124496;1.440569049;-0.862001268;-0.106535916
842;22;42;22-42;1.70700591;1.391451119;0.576500861;0.213542514;0.585073393;0.903987214;1.493463397;0.806377725;0.950527375;3.521289984
843;23;42;23-42;1.127662118;1.527931821;0.19337302;0.213542514;0.585073393;0.903987214;0.914119604;0.942858428;-0.065705429;1.474345195
844;24;42;24-42;1.343049337;-0.858971721;0.313466463;0.213542514;0.585073393;0.903987214;1.129506824;1.444045114;-1.289665883;0.33527206
845;25;42;25-42;-1.023376333;1.028303906;0.025650172;0.213542514;0.585073393;0.903987214;1.236918847;0.443230512;-1.390501203;0.554439774
846;26;42;26-42;0.386376711;-0.831787434;1.108459421;0.213542514;0.585073393;0.903987214;0.172834198;1.416860827;0.124171767;1.601022186
847;27;42;27-42;0.623494685;0.060446455;0.630204261;0.213542514;0.585073393;0.903987214;0.409952171;0.524626938;-0.499081966;1.182748211
848;28;42;28-42;-0.944274834;-0.418307436;-0.312807591;0.213542514;0.585073393;0.903987214;1.157817348;1.003380829;-0.872608109;0.374698447
849;29;42;29-42;0.00891956;-2.125157823;0.658812116;0.213542514;0.585073393;0.903987214;0.204622954;2.710231217;0.013315829;0.425622504
850;30;42;30-42;0.162563326;0.411636282;0.462981454;0.213542514;0.585073393;0.903987214;0.050979187;0.173437112;-0.111467538;1.219761761
851;31;42;31-42;0.829426724;0.562440672;1.404921194;0.213542514;0.585073393;0.903987214;0.61588421;0.022632722;-1.171706559;1.741769699
852;32;42;32-42;-0.578874885;0.093496053;0.323968101;0.213542514;0.585073393;0.903987214;0.792417399;0.491577341;0.893972274;2.668556317
853;33;42;33-42;0.606719808;0.852282939;0.544318573;0.213542514;0.585073393;0.903987214;0.393177294;0.267209546;-1.001066264;0.706812044
854;34;42;34-42;1.442845008;-1.633158672;-0.760958698;0.213542514;0.585073393;0.903987214;1.229302494;2.218232065;-1.357904139;-1.094689162
855;35;42;35-42;-1.740061597;-0.695940857;0.350543225;0.213542514;0.585073393;0.903987214;1.953604111;1.28101425;-0.500022027;2.067605398
856;36;42;36-42;0.087763207;-0.098958615;0.102508255;0.213542514;0.585073393;0.903987214;0.125779306;0.684032008;1.678860452;2.469119224
857;37;42;37-42;0.201167037;1.707469264;0.883978297;0.213542514;0.585073393;0.903987214;0.012375477;1.122395871;-1.234374001;0.004769051
858;38;42;38-42;-1.477958724;0.294278401;-1.04332342;0.213542514;0.585073393;0.903987214;1.691501237;0.290794992;1.472384706;2.879152241
859;39;42;39-42;-0.561799592;-0.687465059;0.688846482;0.213542514;0.585073393;0.903987214;0.775342106;1.272538452;-0.295768833;1.436137744
860;40;42;40-42;-0.041687456;-0.268916413;0.941901667;0.213542514;0.585073393;0.903987214;0.25522997;0.853989806;0.916464357;2.590588305
861;41;42;41-42;1.014529634;1.616442213;0.611487749;0.213542514;0.585073393;0.903987214;0.80098712;1.03136882;1.40002313;3.200800803
862;1;43;Jan-43;2.091800638;-0.369033558;-0.724672836;1.126301256;0.540887209;0.292959813;0.965499382;0.909920768;-0.245837356;-0.167011381
863;2;43;Feb-43;-2.247369114;-0.718129042;-0.470703762;1.126301256;0.540887209;0.292959813;3.37367037;1.259016252;0.653578399;3.219996693
864;3;43;Mar-43;0.775125013;-1.91514517;-0.522438467;1.126301256;0.540887209;0.292959813;0.351176243;2.45603238;1.189041007;0.082722406
865;4;43;Apr-43;0.214023706;-1.057478631;2.379981408;1.126301256;0.540887209;0.292959813;0.91227755;1.59836584;-2.026158894;0.759876956
866;5;43;Mei-43;-1.739373216;1.087288906;-0.958122243;1.126301256;0.540887209;0.292959813;2.865674471;0.546401697;0.845144251;2.772455443
867;6;43;Jun-43;0.070390093;1.090170262;-0.397273019;1.126301256;0.540887209;0.292959813;1.055911162;0.549283053;-2.028335203;-1.351378774
868;7;43;Jul-43;-0.540113803;-0.819209952;-0.075792471;1.126301256;0.540887209;0.292959813;1.666415059;1.360097161;-0.099750775;1.103783045
869;8;43;Agust-43;-0.161146198;0.863830868;0.354654579;1.126301256;0.540887209;0.292959813;1.287447454;0.322943658;-0.031486667;1.742103349
870;9;43;Sep-43;-0.623484138;0.184129947;0.308290831;1.126301256;0.540887209;0.292959813;1.749785394;0.356757262;-1.027988139;1.144669268
871;10;43;Okt-43;-0.024419217;1.45368834;-0.18220633;1.126301256;0.540887209;0.292959813;1.150720473;0.912801131;0.888208868;1.693282259
872;11;43;Nop-43;3.658512627;0.6788102;-0.111941599;1.126301256;0.540887209;0.292959813;2.532211371;0.13792299;-0.458861707;2.185406383
873;12;43;Des-43;-0.075735988;-0.017984334;-1.108058425;1.126301256;0.540887209;0.292959813;1.202037244;0.558871544;0.173048817;0.280551676
874;13;43;13-43;-0.227998007;-0.005801615;0.833011718;1.126301256;0.540887209;0.292959813;1.354299263;0.546688825;0.233027563;2.439953944
875;14;43;14-43;0.149867723;1.477048827;1.220975501;1.126301256;0.540887209;0.292959813;0.976433533;0.936161617;0.754129417;2.776417455
876;15;43;15-43;-0.880008861;0.249075144;0.102372416;1.126301256;0.540887209;0.292959813;2.006310117;0.291812065;-0.916805488;1.338930824
877;16;43;16-43;-0.318473975;1.820025958;0.098680172;1.126301256;0.540887209;0.292959813;1.444775231;1.279138749;0.292353519;1.48919936
878;17;43;17-43;-2.922321676;0.124252496;1.664890884;1.126301256;0.540887209;0.292959813;4.048622931;0.416634713;-0.618760252;5.17939602
879;18;43;18-43;0.938745673;2.155060697;0.56218485;1.126301256;0.540887209;0.292959813;0.187555582;1.614173488;-0.510203367;-0.274589867
880;19;43;19-43;-0.202829842;-0.901250363;0.413029059;1.126301256;0.540887209;0.292959813;1.329131098;1.442137573;-2.028316171;-0.714264988
881;20;43;20-43;0.62103405;-0.732623516;0.574854332;1.126301256;0.540887209;0.292959813;0.505267206;1.273510726;1.005248623;1.741574611
882;21;43;21-43;0.124418018;-0.855495655;0.482638167;1.126301256;0.540887209;0.292959813;1.001883238;1.396382865;-0.080449571;0.998840214
